month_end,fiscal_year,stcg_base,ltcg_base,cess,stcg_incl_cess,ltcg_incl_cess,holding_period_months,regime,mid_month_change,surcharge_foreign_co,surcharge_noncorp,stcg_eff_foreign_co,ltcg_eff_foreign_co,stcg_eff_noncorp,ltcg_eff_noncorp
2023-03-31,FY2022-23,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2023-04-30,FY2023-24,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2023-05-31,FY2023-24,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2023-06-30,FY2023-24,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2023-07-31,FY2023-24,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2023-08-31,FY2023-24,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2023-09-30,FY2023-24,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2023-10-31,FY2023-24,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2023-11-30,FY2023-24,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2023-12-31,FY2023-24,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2024-01-31,FY2023-24,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2024-02-29,FY2023-24,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2024-03-31,FY2023-24,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2024-04-30,FY2024-25,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2024-05-31,FY2024-25,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2024-06-30,FY2024-25,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2024-07-31,FY2024-25,0.2,0.125,0.04,0.208,0.13,12,s.111A 20% / s.112A 12.5% (>INR 1.25 lakh),True,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2024-08-31,FY2024-25,0.2,0.125,0.04,0.208,0.13,12,s.111A 20% / s.112A 12.5% (>INR 1.25 lakh),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2024-09-30,FY2024-25,0.2,0.125,0.04,0.208,0.13,12,s.111A 20% / s.112A 12.5% (>INR 1.25 lakh),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2024-10-31,FY2024-25,0.2,0.125,0.04,0.208,0.13,12,s.111A 20% / s.112A 12.5% (>INR 1.25 lakh),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2024-11-30,FY2024-25,0.2,0.125,0.04,0.208,0.13,12,s.111A 20% / s.112A 12.5% (>INR 1.25 lakh),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2024-12-31,FY2024-25,0.2,0.125,0.04,0.208,0.13,12,s.111A 20% / s.112A 12.5% (>INR 1.25 lakh),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2025-01-31,FY2024-25,0.2,0.125,0.04,0.208,0.13,12,s.111A 20% / s.112A 12.5% (>INR 1.25 lakh),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2025-02-28,FY2024-25,0.2,0.125,0.04,0.208,0.13,12,s.111A 20% / s.112A 12.5% (>INR 1.25 lakh),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2025-03-31,FY2024-25,0.2,0.125,0.04,0.208,0.13,12,s.111A 20% / s.112A 12.5% (>INR 1.25 lakh),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2025-04-30,FY2025-26,0.2,0.125,0.04,0.208,0.13,12,s.111A 20% / s.112A 12.5% (>INR 1.25 lakh),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2025-05-31,FY2025-26,0.2,0.125,0.04,0.208,0.13,12,s.111A 20% / s.112A 12.5% (>INR 1.25 lakh),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2025-06-30,FY2025-26,0.2,0.125,0.04,0.208,0.13,12,s.111A 20% / s.112A 12.5% (>INR 1.25 lakh),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2025-07-31,FY2025-26,0.2,0.125,0.04,0.208,0.13,12,s.111A 20% / s.112A 12.5% (>INR 1.25 lakh),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2025-08-31,FY2025-26,0.2,0.125,0.04,0.208,0.13,12,s.111A 20% / s.112A 12.5% (>INR 1.25 lakh),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2025-09-30,FY2025-26,0.2,0.125,0.04,0.208,0.13,12,s.111A 20% / s.112A 12.5% (>INR 1.25 lakh),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2025-10-31,FY2025-26,0.2,0.125,0.04,0.208,0.13,12,s.111A 20% / s.112A 12.5% (>INR 1.25 lakh),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2025-11-30,FY2025-26,0.2,0.125,0.04,0.208,0.13,12,s.111A 20% / s.112A 12.5% (>INR 1.25 lakh),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2025-12-31,FY2025-26,0.2,0.125,0.04,0.208,0.13,12,s.111A 20% / s.112A 12.5% (>INR 1.25 lakh),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2026-01-31,FY2025-26,0.2,0.125,0.04,0.208,0.13,12,s.111A 20% / s.112A 12.5% (>INR 1.25 lakh),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2026-02-28,FY2025-26,0.2,0.125,0.04,0.208,0.13,12,s.111A 20% / s.112A 12.5% (>INR 1.25 lakh),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2026-03-31,FY2025-26,0.2,0.125,0.04,0.208,0.13,12,s.111A 20% / s.112A 12.5% (>INR 1.25 lakh),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2026-04-30,FY2026-27,0.2,0.125,0.04,0.208,0.13,12,Income-tax Act 2025 (renumbered; rates unchanged),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2026-05-31,FY2026-27,0.2,0.125,0.04,0.208,0.13,12,Income-tax Act 2025 (renumbered; rates unchanged),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2026-06-30,FY2026-27,0.2,0.125,0.04,0.208,0.13,12,Income-tax Act 2025 (renumbered; rates unchanged),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2026-07-31,FY2026-27,0.2,0.125,0.04,0.208,0.13,12,Income-tax Act 2025 (renumbered; rates unchanged),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2026-08-31,FY2026-27,0.2,0.125,0.04,0.208,0.13,12,Income-tax Act 2025 (renumbered; rates unchanged),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
2026-09-30,FY2026-27,0.2,0.125,0.04,0.208,0.13,12,Income-tax Act 2025 (renumbered; rates unchanged),False,0.05,0.15,0.2184,0.1365,0.2392,0.1495
